10000 10000
5826 1287 645
3275 6216 763
5792 3218 346
6831 6251 404
5644 6175 258
7620 2203 91
1351 8683 786
5132 5298 340
1835 5721 308
2200 8509 746
3787 6625 499
4943 9992 778
9594 9560 352
6230 572 20
1811 5161 563
8848 732 544
9600 732 804
6110 6837 144
4724 6997 174
9084 5086 346
5421 1835 864
3264 9726 175
638 299 513
6864 9704 768
2229 4819 311
7092 592 166
2482 7737 690
3775 1379 327
3397 2643 449
3725 4391 820
1503 9537 414
748 1643 317
7569 2734 268
7116 2337 999
6858 359 857
1995 879 664
2885 7757 903
8581 397 847
3314 9824 828
6153 1275 332
228 9264 464
6281 239 333
5636 2663 279
9269 8436 473
137 5153 104
4819 6024 149
7224 3704 858
646 4500 888
2366 1578 819
7927 3756 977
2679 5491 168
1858 6772 385
5478 240 38
3442 6488 282
1352 9793 4
7188 4857 388
1140 601 274
1223 3172 387
2054 9691 252
8430 9812 598
384 134 739
3265 705 652
7672 9038 921
6300 2039 260
466 466 365
1691 6251 83
6000 6605 783
3677 3730 821
88 5398 523
7110 5653 376
2161 8320 689
3888 411 555
1105 6399 118
1992 1512 968
4476 8772 252
1551 651 123
4994 332 720
6557 2422 57
9273 2135 958
4842 4633 446
8937 4049 428
650 3070 765
2404 294 989
8153 7884 276
3650 7848 911
5246 7673 855
885 2224 221
3039 1918 819
9383 7248 544
6559 8247 320
9095 2962 283
1486 3193 207
178 8557 461
143 3434 863
3416 5159 359
9759 9213 576
4957 4935 254
368 8924 33
8151 3125 981
3128 4993 541
8211 3836 150
7486 1204 372
4368 9080 516
4653 280 828
5105 8799 769
6091 7345 182
617 8784 605
1727 9667 849
383 5275 916
5017 1022 50
3790 1160 444
8492 9383 992
872 4532 308
4543 2884 540
8620 2482 759
1178 8877 797
2133 2684 82
8892 7147 606
1768 2528 575
6185 540 394
2327 8756 582
5914 4359 500
7320 448 836
8451 1209 788
8302 1134 890
250 8085 370
5316 7793 369
3874 4339 354
9256 4009 776
4769 2829 696
3364 1989 34
8284 8165 914
3460 7150 943
8628 4317 360
4064 4305 381
5669 924 793
5095 7236 441
9130 8717 122
5032 2978 853
3652 1832 400
9448 7327 531
6723 2663 656
8109 9859 419
1724 5614 130
1351 9598 266
8126 2807 959
3943 7891 720
6970 7979 951
5592 9335 269
4775 1124 70
3582 8476 1
4844 5613 867
1421 986 774
353 3241 294
6647 2577 288
7671 9635 401
5526 417 830
2431 6369 315
4233 9665 915
5065 1057 105
433 7418 303
3084 4712 541
2357 7254 246
6057 4517 257
6192 2128 985
4094 2923 89
7966 1793 83
3375 6544 121
5568 8203 683
2689 3659 166
5501 847 33
5700 8490 346
6722 400 929
7296 3303 32
8300 149 711
26 8203 79
5788 7684 832
946 1184 306
1650 6031 44
7171 9504 966
5624 2333 119
2385 3706 606
9098 5131 958
6445 3416 821
3116 2752 235
6421 903 290
1032 683 937
3090 6473 529
1227 7216 809
7395 4032 866
4220 1875 292
8972 9937 166
553 7846 124
8982 1745 865
5425 3884 252
7275 8633 707
9237 2123 486
393 4530 730
5986 9404 343
8967 8266 502
3246 4522 769
6595 620 116
7695 3874 707
1847 5385 84
1976 4970 800
2539 9561 555
4713 2311 274
6416 3413 492
5678 178 263
6339 2323 86
4595 5629 821
6254 3849 895
5206 1083 3
4165 4122 202
5367 5922 33
409 9926 261
2718 6421 997
7234 6548 900
7861 8085 11
8713 8581 282
7255 596 477
494 7483 214
3606 5581 112
454 5709 899
7770 7075 58
7160 915 986
5211 4370 208
2826 8409 833
1268 8742 378
359 7310 684
3998 605 9
1775 6917 658
6476 1963 899
4475 639 597
5179 7219 367
1669 489 435
9136 4227 160
118 7637 431
888 5607 388
362 4435 45
5831 7565 537
356 4811 35
7983 172 74
1523 3637 615
9788 2164 616
7197 1175 468
8173 7117 334
4287 8048 618
8848 5627 825
9698 6427 965
4103 93 457
6920 6129 393
9618 3410 412
29 8254 175
6685 4775 718
3582 24 693
781 9836 448
6105 2406 650
5024 7649 194
9200 2286 824
1738 4618 519
9778 9014 971
7697 2 653
1429 4708 531
1380 5394 596
978 9637 262
3864 8026 820
4805 629 846
9062 7925 746
655 1621 688
1869 1530 55
543 4157 34
8827 513 160
8384 3198 107
7683 8504 346
340 5893 630
1749 1489 580
432 4331 240
2036 581 696
8705 7612 149
2354 4786 604
3434 5528 748
9073 146 354
151 4288 623
1251 6771 317
625 7452 992
2027 1820 378
8875 1463 761
4363 9958 760
2561 7906 428
520 6335 18
7406 2013 494
3176 6176 492
9078 2512 243
5970 1178 574
8462 9091 889
1847 2634 310
6233 584 187
9240 9886 210
6495 7632 190
6764 8530 825
6639 2410 583
6982 7772 603
9316 2397 187
6103 1553 562
4065 9079 688
9138 2548 706
1214 7098 867
7619 5998 42
225 5408 978
209 2700 681
9648 5379 134
8481 6806 545
4627 2030 539
5522 1986 301
3675 9854 354
7556 2812 617
7091 6848 533
4167 3598 280
6071 3852 937
1068 1451 391
4295 7837 114
9704 5027 13
5140 9885 686
1665 8096 808
3320 8565 969
3667 8862 593
2628 8904 327
6166 599 812
9712 724 472
235 5609 996
4812 2183 961
9725 617 985
2425 7106 194
1515 8719 289
1028 5899 652
6865 629 298
9290 4477 384
5689 2355 549
2715 5360 680
6406 8111 70
5888 1342 768
224 3774 971
634 5036 878
7476 3695 785
486 1158 850
235 259 224
1137 1857 197
5324 235 866
4415 564 289
9146 907 542
1350 6855 685
6757 190 55
2868 4130 528
5704 315 234
4614 7053 265
3587 3311 698
2206 285 651
5459 6157 458
2893 2686 262
2084 1928 805
6366 495 844
5348 4447 368
658 2733 84
9585 1469 342
2550 9619 424
9489 3268 488
6465 5565 206
3633 636 250
2521 5686 28
3019 7194 594
3472 6557 47
8496 4043 861
288 1419 323
2806 4164 378
6079 9969 115
129 4868 986
6474 1334 822
3432 1600 772
698 946 186
1044 3221 941
9453 2296 577
1739 9062 206
5653 5381 294
610 7775 795
8096 7448 116
2308 6918 864
874 6896 520
3338 4091 322
5620 8674 12
9208 7911 41
7441 3127 139
6200 2815 512
2167 1841 56
8204 415 239
3310 3822 104
4910 4938 735
8959 1752 206
6434 8693 507
1180 1995 246
9469 5251 22
7698 7739 876
1937 3865 286
488 2652 569
3979 3806 937
2009 44 774
2956 4293 837
7936 7721 998
8851 4381 535
9078 8026 618
7682 6315 524
1667 5546 378
5360 9748 44
929 1949 939
5456 4526 836
826 5722 672
9572 9361 580
3590 4418 347
7340 9859 609
109 1647 367
2240 2644 561
5311 1545 397
1514 2889 939
904 8163 225
8431 5174 81
6885 2670 482
7548 5657 846
6563 7759 991
3967 359 928
8237 4880 690
9383 5101 372
1623 5486 399
3522 2190 144
2558 7172 414
3912 4528 993
8051 608 276
2641 5663 744
1509 9516 287
7182 182 8
6286 2764 911
8289 3696 342
8579 2666 26
5133 2244 778
3408 1853 860
1389 506 701
3286 3462 743
8086 8274 725
699 6641 961
2221 3054 503
8440 1489 117
4833 2293 503
5796 1311 946
232 518 27
441 138 181
477 9915 477
9899 1572 16
3692 19 586
8544 7939 324
7243 9849 154
2585 5710 544
1948 857 813
8837 6592 260
8564 2656 39
6236 496 114
2708 7178 671
5861 9259 147
4451 1645 12
1603 9014 620
2883 6131 251
6650 7256 443
2413 6229 73
5971 9264 658
1942 1689 245
3514 2650 459
1366 2586 361
894 459 740
3630 1061 964
7298 1439 379
608 5202 289
5550 1058 121
9357 1598 780
8305 2758 545
8393 4904 900
7018 4749 225
5261 285 450
7576 8048 962
5709 7876 500
4722 9601 228
5752 4085 26
6191 5797 210
6274 6343 848
9145 1068 385
8203 587 402
2163 5734 317
8482 9894 385
9905 5636 465
7257 7206 984
7393 5237 606
9720 8581 558
3865 8690 79
3889 8293 155
9938 7486 57
5396 8579 146
1049 8321 472
8307 1870 404
6211 2422 159
8769 843 23
1923 8641 153
1825 9692 613
6688 60 65
1051 1952 468
419 8817 739
641 2374 156
7098 2141 977
1209 2053 84
144 5822 391
6664 7224 290
7928 1220 765
5555 1258 980
7652 969 205
8924 7661 526
2669 8669 190
5975 7704 745
4077 8851 958
1783 4723 435
1485 1820 93
7918 5419 614
9506 4758 553
717 8362 789
2422 3388 354
3783 7920 779
5937 2081 956
689 3486 676
8514 640 162
8844 64 259
9252 5188 7
4741 2392 106
4483 9619 587
7623 6960 437
4356 8080 57
1560 2933 548
7046 1395 44
637 1849 329
1245 9468 429
731 176 98
9753 3978 384
9897 1772 60
8230 7245 660
704 8729 530
4571 713 638
4324 150 418
187 3007 517
835 3988 333
9070 7718 539
2802 8489 580
813 1854 539
5891 6697 579
7484 5023 440
3305 3429 855
5587 332 703
2713 8602 715
5549 5191 569
7505 4231 543
6209 3858 579
8006 1298 762
2471 1182 618
4206 8029 374
3075 4816 943
9138 6043 364
5479 6156 234
3329 1789 209
4429 8221 36
6430 3880 397
8601 5410 381
2091 9970 664
5956 6711 27
8682 4435 397
5002 9655 160
7889 2398 560
3310 3965 76
3340 2129 479
3531 2713 451
3372 4703 832
7500 2745 956
6878 947 25
289 68 761
3871 6928 817
2845 6179 620
3432 6503 21
2710 6784 240
3663 8186 362
686 65 64
5104 8831 518
9634 3630 660
2416 8529 645
1440 3095 501
3040 5113 83
8228 7014 313
1662 5428 375
5910 1859 790
9940 8564 113
6288 9909 13
6406 940 859
8436 9055 899
1420 6656 112
4535 1647 369
9648 9763 588
8928 1177 195
3011 4762 973
7056 6525 925
2046 3170 841
1332 5322 99
7463 4089 769
5476 8523 706
4477 3442 373
6752 9683 942
8537 3826 96
3922 7119 781
3108 3238 845
2042 5703 725
9781 2392 276
2662 7518 796
1210 2326 115
6556 3050 810
1375 4597 279
3015 3192 61
2396 1051 204
3995 1092 300
1599 2113 33
5157 2844 758
5671 815 73
5914 2351 77
8897 2024 14
6108 264 262
9725 6465 43
8274 3885 84
1209 866 768
7124 4767 925
3506 7507 543
6524 5964 819
1086 9866 70
3924 6213 125
6033 9770 288
8304 5660 823
7349 6761 161
2939 4570 724
6467 2179 910
4320 4711 318
607 2554 573
2454 9011 551
2327 1311 176
331 5928 201
3384 8092 185
9166 8905 638
4124 5771 214
8626 5310 543
9 3310 401
3369 9874 27
9216 5699 862
757 2462 378
4737 4956 935
4495 4041 886
6658 2803 2
7686 2029 957
8303 4210 655
9618 881 346
4049 2412 731
8671 2100 844
4637 2680 769
6057 7326 192
910 5085 495
8778 5561 615
8046 8635 51
7408 771 828
4185 9875 604
296 2635 363
2512 8860 935
5862 2397 853
6902 5098 644
3028 5640 552
5651 4467 805
5532 1844 646
5695 7029 49
9697 4585 818
6241 3902 911
2542 8831 521
403 6822 290
4314 5337 286
1116 5337 16
3854 95 642
1454 1145 193
9751 675 165
4890 101 435
4890 8325 661
3780 5608 21
2274 3556 617
9310 9237 346
9751 5842 254
2489 6495 427
4418 8086 667
240 6520 44
1200 4227 935
9525 4439 735
491 4150 519
662 7369 13
4795 2067 532
7639 7601 621
1749 1672 459
6623 4584 103
1599 3127 669
9310 3678 895
4916 9982 737
9548 6001 666
2143 5994 270
8041 8259 625
6046 1031 975
6196 3913 546
6662 4761 623
8467 6606 98
252 3008 490
4265 7367 579
1423 87 214
3893 2497 488
9065 4199 512
6967 2257 703
2400 5767 267
472 9050 317
9939 2066 60
2525 6944 126
6007 3509 798
505 5650 757
1445 5087 463
711 7835 442
1517 2723 348
1298 5884 79
4587 2844 292
5157 4233 771
9933 5162 156
967 1827 698
4394 2598 76
286 1925 995
4911 4089 967
8720 3308 712
1241 2180 194
4264 2085 555
9527 577 46
3770 1005 795
7027 4081 492
794 7699 502
1125 6506 350
8244 9083 713
6748 7897 629
3423 1814 70
8512 2053 475
2582 1317 766
2388 7587 896
7259 2699 236
7720 9868 314
3362 3008 399
2934 8533 915
5722 3493 154
6135 3745 419
6991 8800 471
206 6888 963
3985 3098 541
6154 3499 46
2448 4254 468
7070 9682 921
9382 4802 71
2158 9395 243
1091 9560 316
3880 4693 805
8253 9899 872
2430 3877 372
1672 1126 268
6934 3600 64
2301 8426 794
5949 3438 627
2410 1565 970
1436 9720 816
7273 8630 320
4623 1772 131
6706 8275 143
1643 9281 3
4784 7413 993
6895 4156 982
2543 1149 774
6240 3165 24
1758 958 452
6186 5398 838
3355 192 701
7182 4720 242
6137 7998 118
8912 5153 580
4880 8543 43
9523 2275 529
3840 2573 245
1665 1280 673
6848 8300 569
6530 2405 221
8960 2062 578
7368 7298 566
4510 5344 680
371 8867 62
7755 5778 915
964 1746 932
3436 5416 658
4458 5310 916
3936 2004 35
696 1161 690
8608 4377 690
897 6162 619
9806 5557 664
6029 3384 419
8479 9346 314
905 593 137
6170 1401 382
1055 1610 320
67 1985 179
9974 2112 420
8926 2042 699
543 3328 702
2862 6142 384
600 8229 719
2631 1443 628
4140 5069 570
7763 2235 674
1055 4429 543
9294 9239 578
3701 8679 693
961 1288 174
4632 7363 227
2829 865 685
6944 8451 320
5617 7391 924
6863 8258 286
2944 626 236
6420 7615 721
8020 4519 906
4407 6990 945
5530 3347 650
6850 9062 136
4903 1405 16
4326 4931 598
3946 6668 325
8857 6516 895
779 1982 480
5264 2188 381
403 1790 388
4812 5589 694
7646 264 777
3002 3379 39
3069 7530 449
942 4209 390
259 7547 334
7545 9131 55
9063 2219 422
2640 9561 903
4355 5364 691
2059 1536 217
752 8183 694
3635 8973 3
4440 4860 797
8399 1694 202
3236 9015 312
3293 8397 124
9465 364 106
7498 7630 743
9359 6531 464
430 2667 636
940 2383 559
4906 6335 569
6757 5938 139
207 9510 891
3413 5516 537
1783 3640 674
3259 5634 18
1258 4235 266
8470 4235 821
1898 1354 509
844 5090 96
4699 3234 539
1813 4411 86
5880 9229 457
3730 24 697
9405 3713 812
2653 5611 958
8823 1659 378
2608 8897 362
3491 6209 718
2948 3721 145
9854 2318 582
6629 9972 671
9167 5019 514
8448 6259 82
5160 8376 832
2972 6186 898
8155 1415 822
2374 3680 603
936 9517 125
5011 3838 161
948 4291 200
899 3010 490
4982 2425 231
7832 7899 726
5896 5291 307
4147 4340 965
617 440 394
9928 9921 379
6018 9185 456
3468 6996 639
4427 2307 121
5256 9679 505
3814 8732 510
2529 9297 750
6454 2472 479
156 5918 163
8137 2633 705
1435 7139 794
9999 5281 644
2067 6377 832
5107 1324 379
5266 1229 209
4591 1586 699
8415 656 309
949 2020 173
7338 18 192
372 90 233
8142 3916 15
3216 3289 287
2410 3207 927
6979 9769 944
4838 6681 807
8879 2226 961
6423 8782 296
8422 1264 399
9514 1988 558
7303 3470 160
2233 6407 541
6550 1255 728
3062 2476 376
8882 4674 423
6420 6756 964
1232 4501 442
8087 5800 551
737 9466 491
2108 6241 740
8173 1995 732
205 1549 94
1205 6880 430
3952 4541 901
313 5311 638
2925 5280 747
5841 9949 74
9845 2111 985
4793 4691 452
2840 8393 738
4267 3073 144
8054 6271 819
4253 1982 538
5394 6696 154
9493 8538 12
3360 8484 307
5492 2006 943
7932 224 614
9772 5785 695
2004 9366 699
2691 8557 368
5875 8373 912
8837 2616 250
2380 5007 26
5365 865 475
4240 5583 698
1916 6357 546
3940 66 949
1597 466 123
5412 3878 486
3386 7093 790
5212 1318 750
7316 4461 469
4205 5362 659
2860 4717 770
6292 5830 64
5446 2305 562
5068 5321 740
616 1413 816
337 3182 100
3501 299 348
3560 4054 407
6281 9165 819
2421 3529 582
3468 587 112
4686 3657 332
718 3189 518
763 1040 101
9170 1473 288
317 5109 514
8267 2179 797
5321 5575 748
7234 4170 855
7070 9093 187
3158 7265 805
9957 2648 706
1218 1819 257
9196 7011 758
2908 2241 429
9689 9075 474
9564 739 236
6617 1748 891
5159 2007 938
1626 4279 598
5766 9845 168
9415 4055 158
9219 5069 140
8817 3533 791
5844 974 249
3381 6400 375
8145 8228 447
1058 4329 502
445 386 725
8388 2302 695
4328 864 18
7622 4816 419
6667 2136 741
9293 3025 691
2730 9229 749
6961 1619 190
769 8416 967
3254 8545 764
7499 6506 692
1106 5511 15
7951 7660 206
8255 9135 304
6722 688 276
5458 2739 599
13 2754 119
596 2778 299
5973 5452 902
522 3231 341
2854 18 883
3321 9112 873
7709 562 695
6251 4093 830
2694 4207 932
19 9806 407
6581 895 773
7854 4098 521
5626 5728 754
1603 281 138
2628 7191 828
3131 6341 868
4328 1932 541
7611 6054 104
7612 3855 979
5723 4305 597
636 9790 837
3030 1519 901
8536 2928 876
6647 183 981
6959 6396 598
3850 1540 749
4160 3443 828
2824 108 796
7180 5519 387
3441 2583 714
9783 429 340
6177 6222 40
7108 74 133
8027 1014 184
950 9779 221
2026 8659 280
8399 9925 190
1536 3082 860
6485 3394 42
9112 6172 914
8414 1378 489
7127 1364 954
5884 4134 330
1237 8486 210
899 2364 160
1247 8910 240
2056 1058 50
1115 9226 798
7770 3540 578
2896 4795 660
8291 8944 772
5837 6226 310
5229 868 639
3025 6643 754
6025 9284 494
2405 369 8
8930 2284 819
4451 5035 178
7890 5560 678
2675 1442 315
2025 1161 393
4411 3703 791
5302 9998 97
5621 4942 92
9615 3498 995
784 4243 800
4000 5820 62
6837 467 743
5123 9016 703
2277 5408 9
3499 7101 387
8126 690 246
3305 8499 991
8781 8494 471
9931 7985 97
5531 8806 545
8670 6374 970
4364 8873 617
2675 9633 425
6371 4979 819
681 1587 247
5611 3491 716
7618 4834 288
1354 7643 669
5666 7925 209
9720 4394 368
3023 9265 224
4710 572 723
704 724 298
1563 2084 282
2971 7775 340
1594 3339 319
487 4929 442
6259 1399 235
5580 7185 875
1326 2730 743
3014 8830 30
5080 2642 66
4239 2061 930
788 4901 710
8393 9996 200
2643 792 998
706 2557 363
786 5952 343
572 3259 418
7177 9222 353
1709 6315 186
6041 7227 336
3483 8496 718
1865 8621 332
4526 3146 92
930 6498 181
1343 5761 581
4052 3672 750
4256 2569 44
3313 1222 120
4694 2136 33
8558 2638 385
6694 5341 909
847 92 113
7444 7986 723
8614 1223 421
1092 2900 338
2022 3539 279
2558 1327 776
7395 1984 867
1169 198 224
8723 2635 707
2845 6874 780
8520 6328 619
2649 2110 958
1213 1044 285
27 8045 679
1961 7490 435
2167 9372 26
9704 564 250
6254 2198 571
9752 2595 520
8839 879 929
2345 5977 517
3550 2538 159
6886 2330 970
1446 8871 416
3624 4212 657
871 3522 841
3444 9581 963
4278 5548 581
2575 2457 426
8736 1599 224
6607 1105 773
6915 1489 222
1531 5758 681
1606 2571 211
5966 2010 278
3039 6092 819
2365 9843 595
221 95 467
9541 6410 240
8104 9836 320
3907 6924 23
254 7287 620
3949 9212 823
393 4696 298
6952 809 896
1051 5269 765
9497 2253 248
1883 350 460
2619 1266 938
1993 4086 878
5329 8683 419
3586 240 692
4445 5657 348
9075 319 73
1421 7727 844
9980 7277 986
9492 2225 951
7666 1187 511
8707 2030 682
1165 7831 268
5964 9676 80
662 2426 319
8705 9709 226
2897 421 256
4286 5303 461
8474 4603 301
3676 7799 262
5322 4861 558
8075 114 388
6355 6816 807
2190 269 25
8987 7323 766
9776 1539 52
1987 272 546
8366 9001 371
502 3670 928
43 8937 896
1717 7930 111
8436 8156 294
3195 2569 973
7925 9554 899
2261 6548 194
6887 1353 421
1163 3623 457
4934 6930 614
1165 587 867
3548 5495 590
3245 3110 415
382 1086 487
1279 5611 98
8922 5619 162
267 286 695
9038 4041 498
868 6573 481
236 5774 959
6563 3585 531
7299 8447 210
1709 6436 760
5957 199 306
3547 7378 352
2258 583 107
1378 7861 914
920 3788 21
215 2612 587
9896 4406 682
4850 6571 778
2929 8883 274
643 5229 456
5109 3005 367
1488 9218 187
6359 8456 951
7694 158 697
829 6145 555
4362 526 394
2648 2724 421
338 5375 235
4052 8831 227
1227 7932 772
3572 6495 169
5374 9847 342
487 6102 217
8544 8653 538
96 7666 575
4344 1671 81
8863 2312 420
5115 8466 496
5435 8488 118
6404 3934 793
1108 1359 8
2258 9281 778
3954 1839 268
729 1395 624
3377 317 521
1063 2670 332
9077 150 753
892 2709 36
4636 9901 129
1253 241 166
8494 8613 474
1438 693 110
1654 8960 309
9045 2025 295
8614 6590 327
7997 2123 390
4426 2657 49
8430 4726 183
4988 8709 840
8373 2192 263
1863 458 20
3259 501 245
3427 5143 667
8759 2479 31
4667 3486 15
1902 6569 589
5161 4822 426
6335 1408 665
4008 8538 514
2236 6687 378
770 4451 368
1935 3156 612
8596 2192 463
9442 2120 170
1277 3604 531
64 2551 424
4777 2900 931
7029 8694 229
1640 1631 871
9465 582 388
7799 4388 928
895 3107 178
2845 6199 34
5376 6501 144
9002 7269 52
6747 3393 959
1099 2320 850
7744 7292 434
6933 8237 248
204 1174 288
7670 708 26
1630 3119 202
6077 964 952
7102 9509 565
7274 4349 897
9587 9182 970
2901 4209 81
2164 5070 238
2295 6451 743
8278 8496 916
6237 689 570
6424 9515 764
4332 7673 903
920 1675 383
541 2776 507
5417 5559 775
5695 8487 6
1073 8838 422
9622 1375 159
713 7543 998
3039 7918 948
7090 5163 744
5541 673 543
159 1398 713
3464 673 346
6812 4214 636
9670 2316 49
1709 2840 731
8560 8359 278
8828 3226 437
8916 2941 351
8251 5205 262
9697 3908 647
8330 5092 936
6999 7880 310
7960 1418 40
903 6119 396
2295 2413 475
4745 2917 742
7433 4269 689
2743 1253 678
2389 1516 728
4363 1246 305
9403 2162 315
1985 4031 443
2152 8647 725
2840 6926 597
5165 9664 462
6363 3879 722
1773 6138 520
4271 7757 150
9397 2212 61
9333 8880 883
1488 9661 831
3592 8009 763
4408 8022 492
1991 9318 921
282 512 294
3224 226 281
4719 1267 784
7976 2062 488
9709 6223 432
6062 1576 473
1203 5469 883
1460 71 500
5197 169 976
5352 1569 704
5794 6840 999
643 9869 423
5117 8905 883
7648 6242 849
1415 6503 582
5766 640 905
5524 2477 415
389 1069 958
3802 6760 320
135 2354 28
5444 7509 286
3740 4909 514
3732 3356 519
7675 4820 642
3731 9912 238
2127 5211 379
5724 937 856
4356 3482 700
1405 8792 401
8346 7641 301
147 7520 62
6991 5989 403
504 9967 645
2419 1046 450
5785 2044 318
7952 5418 89
4329 8541 276
4721 5401 661
3289 8388 755
8588 892 507
2505 5527 461
6137 2449 667
4241 3319 1
5052 2427 766
4539 8586 160
1410 7265 976
7871 2969 173
4781 2589 231
9177 2970 319
3367 3847 299
9776 2376 489
8500 3336 824
7180 7660 934
6609 6202 365
7307 8869 662
957 3521 846
4242 3514 127
7016 9729 642
4324 8879 458
8019 866 748
1067 464 630
5778 4485 593
9482 4972 394
3962 2787 354
8519 1189 244
1519 2110 384
6904 9929 958
2093 5058 607
424 9491 850
8048 9348 484
7113 9237 304
2554 4635 712
3478 7922 348
320 2088 461
4467 869 623
9860 9710 938
845 115 92
6490 8282 626
1714 2632 745
132 8873 779
5023 2478 208
2772 558 216
5618 7771 362
2886 9541 528
3680 5 563
2705 2274 583
3826 6208 432
6142 1527 145
9692 5413 958
9815 4593 262
4586 9817 954
8010 7588 102
4040 9632 918
5292 8215 5
9042 8771 485
866 71 263
8322 8988 671
9064 9125 39
3743 2149 354
87 564 900
3983 8802 465
7093 338 236
9801 5522 584
7302 6131 487
3212 4773 623
5914 3797 269
3001 886 75
3025 6139 173
9796 3659 293
156 8034 222
2368 543 810
9089 1206 204
9376 2831 873
7897 6095 127
7147 323 499
6865 6486 955
3373 1411 97
96 2726 523
7912 1463 393
1183 5868 671
6654 9205 331
7362 7003 87
6803 1 468
8099 2070 558
9371 1676 94
334 2184 223
9368 7854 757
4282 4762 746
5776 4988 330
1248 2316 491
1191 7314 380
4936 7842 548
7564 3253 452
8023 7274 135
9619 9145 873
9246 150 127
9750 5848 499
4126 4806 403
9443 8925 985
8586 9680 433
6496 6434 804
7567 23 115
407 6750 901
3082 636 481
7646 981 933
1231 9873 972
3858 5421 689
7326 1553 250
7399 3026 77
3050 7457 69
8706 4035 136
2642 139 681
6334 833 69
8001 1446 89
488 916 541
7056 144 444
4362 1791 806
2234 8956 860
2748 8926 457
6031 9268 144
9693 1469 451
9620 8596 545
6120 9279 336
185 5751 256
9203 1129 967
2128 2744 128
2124 7009 875
6184 3569 55
7466 6035 809
4897 2403 696
