10000 100000
2460 7071 54
9702 572 9
581 2289 88
719 7331 6
8542 7273 71
6007 1423 25
3531 4701 5
5935 2692 34
439 9359 15
89 3752 78
2619 6279 52
5566 1975 97
4622 7986 71
1914 8005 84
7667 8278 12
3423 827 19
1538 8351 53
2845 1386 13
2314 1063 21
1468 9793 94
2751 1367 73
7641 6270 13
7068 1326 47
241 7923 82
3780 1198 74
4798 7519 28
5242 141 19
2470 2931 94
7860 3085 48
8876 5224 27
3204 5519 55
7028 9547 37
2251 4719 3
6259 1845 49
2353 5328 42
6226 7632 19
6402 7552 11
513 2130 94
5786 594 65
4113 6511 74
7408 8442 37
2800 5469 68
11 6028 9
2571 1051 56
453 7599 63
5456 6892 34
2208 4272 4
6722 9378 36
9000 7190 74
2014 1145 19
2097 9652 38
4627 7240 93
2603 543 16
1820 8799 38
6440 6856 35
4864 5971 42
7779 6172 39
3295 839 42
5200 6401 27
9311 2962 9
9869 293 38
5464 7214 74
4835 3066 29
4969 5461 94
5586 6792 12
2138 1593 38
4577 6773 56
7324 3470 67
8256 5500 15
6957 3942 95
2054 644 34
3353 5455 66
5107 9442 100
1459 7994 56
2936 3373 67
2312 5439 12
7583 7943 84
8964 4804 45
6740 6306 62
8050 582 12
6666 5051 92
7122 6477 18
8044 8887 86
7374 3600 85
3174 5684 28
4488 7785 74
756 5853 44
7398 4101 49
4803 6975 54
4825 1409 2
3480 9970 5
9992 6744 63
552 9164 10
5516 9690 17
8400 744 20
9660 1623 87
1698 7483 47
7404 3628 46
8057 1462 27
7024 136 88
5122 1515 40
8896 7361 51
2249 3720 28
8739 9997 80
2477 9152 45
5251 5221 49
1324 6484 56
5453 419 50
7053 9696 34
6552 7019 77
2336 5679 78
7422 2584 10
5766 642 22
6614 6564 18
69 4181 29
5087 2649 45
6784 7572 15
4651 2476 57
1128 370 19
8460 3627 63
5377 2744 75
3694 4362 74
2666 8239 59
7364 1866 82
5564 9555 31
9274 8707 55
3877 2017 66
5705 9395 90
5600 1608 95
63 5876 10
9571 1128 82
195 310 33
4202 933 2
2789 601 9
619 502 28
4965 2104 74
1789 5001 77
6683 2359 1
2009 986 67
1771 1919 41
6953 388 21
9541 5718 36
2720 7937 51
9424 217 11
3963 2698 4
2577 8865 97
8858 5555 81
4787 6758 31
7382 9750 9
5945 125 54
9353 1143 88
8128 2325 13
3043 1522 37
3975 2585 19
487 3905 56
3084 9258 29
2656 885 28
9162 4712 75
4878 2516 5
5993 3670 42
751 221 58
8134 5712 42
5607 6997 15
953 6554 67
3819 9346 63
637 6034 82
5832 62 96
4996 3292 3
9107 4226 52
7776 2269 99
2150 1987 30
5691 279 93
4858 4290 79
8284 2229 16
875 6470 88
4174 7993 1
2884 705 52
7111 993 62
8828 8021 38
9111 4072 69
8530 5920 81
2312 6651 25
7914 8679 40
8536 7076 74
9997 6705 12
7175 9176 77
1907 156 46
2603 3067 61
1153 9141 5
4339 4804 47
4461 1546 76
6260 8776 71
798 6971 28
8422 2709 61
7175 1051 91
5462 2476 83
6399 754 75
7583 1711 5
1241 7855 12
7186 6645 9
9363 2382 93
8398 4803 35
3547 813 48
8044 3758 90
4522 7259 67
525 8062 13
1610 7555 55
6364 86 21
7805 3873 83
1601 3443 20
6695 161 16
1715 6824 20
9097 8884 23
7434 3508 23
273 9085 13
5720 6299 68
9009 1037 5
1256 3558 32
6122 7178 26
5946 8167 52
9446 8411 63
7554 7917 47
7602 3603 47
9397 6113 34
8137 1874 56
4271 2075 79
4461 6812 9
2973 1029 89
356 1014 32
1932 7676 87
3927 8537 5
9180 4974 25
3169 7886 64
2359 5109 2
7689 7155 6
218 3679 20
1310 603 87
9305 8917 4
3447 7981 16
4687 9487 94
1926 1536 10
1609 6768 79
9363 1307 54
7533 4794 43
6973 2150 81
7811 3178 19
9009 9869 7
7709 1230 75
570 5551 16
4918 2057 44
5219 5104 77
1173 3982 68
9852 7054 74
9010 7741 68
9166 6444 61
4335 5293 75
2093 654 41
7420 586 9
364 2498 96
5007 6518 22
1912 2741 83
5537 6900 75
5379 6814 98
637 5023 81
3195 8180 2
733 2028 5
4996 2661 97
2556 2353 46
1558 3747 53
2842 4369 52
8870 1764 6
1210 4547 88
5422 4534 57
116 3142 16
9354 3445 32
2341 8156 17
5416 5340 47
1453 5749 70
1464 1625 85
332 8366 75
5590 4253 64
7186 1856 67
1885 8629 76
7723 9017 44
6839 4347 73
3214 4913 72
3445 5152 71
9106 4285 31
3917 334 9
4475 1541 7
4064 1011 98
8218 5469 96
9886 9402 29
7892 62 67
5917 440 48
7627 4659 44
5728 4924 78
3739 9432 29
9589 9490 78
8331 9856 78
8855 4107 37
7840 5942 86
8305 4911 43
2690 1107 80
5836 9359 88
5118 4892 30
7147 9646 18
8392 8204 53
132 1830 93
1555 6553 12
4777 6890 80
6260 5730 90
1639 2373 29
9793 337 77
2017 9755 43
2371 8872 18
7951 4924 97
6167 6717 59
735 8989 98
6513 9388 73
9803 3072 89
3621 8949 35
7341 5664 78
9131 4900 31
2879 7330 86
4029 758 63
1680 8084 33
5985 5921 68
1533 5514 52
5775 2769 98
4863 9606 27
3520 3430 74
2626 7527 16
515 9696 32
7750 845 52
6686 190 37
1510 2431 30
840 2485 17
2145 9523 67
4043 9393 20
138 2202 30
3509 2638 98
2654 3666 59
2965 4545 22
5377 7593 89
8997 855 10
7094 1213 7
9285 4778 52
6796 7007 95
383 7555 90
9177 930 29
8827 4025 98
6583 8598 93
7111 7801 28
4264 5085 1
484 7997 36
9625 7398 38
1036 3319 89
3369 6948 13
731 2092 77
5684 23 3
4590 9966 54
9116 129 83
9772 4303 53
830 9524 93
4290 9754 46
4975 6422 88
8033 1424 60
3347 708 63
7125 7713 75
8879 2276 36
7303 1702 66
1462 1565 8
2551 8434 79
188 8625 28
5215 3498 39
3285 6518 62
1752 8754 4
7431 9027 25
680 1730 79
1036 6163 64
3016 5259 70
6421 441 72
9724 6868 95
1432 5175 29
9513 3259 23
304 6637 22
7622 8877 73
4137 4499 69
7544 6149 97
5440 693 24
3967 5565 71
4642 6605 51
6181 3113 65
7592 4715 87
4757 9454 9
4817 5891 52
7957 6456 65
2317 3328 62
38 573 90
5757 1859 20
8774 1878 1
91 6074 79
482 3889 55
3473 6042 13
7092 2387 17
4872 8957 97
3319 5497 20
352 7742 12
8386 2167 94
1460 8558 34
6575 3137 90
9148 5873 51
9862 5234 39
6571 6480 23
3364 5060 41
5253 7181 84
9244 3371 27
2218 4260 62
1519 5323 53
3091 9704 88
6616 7055 29
1329 825 11
6632 6955 4
9842 9611 24
498 6677 55
9619 5616 6
4446 7612 37
8529 1865 9
4394 6243 71
9030 2226 60
1748 6479 67
358 6084 91
208 1 12
4605 5094 76
5894 7920 32
1170 9991 63
881 5950 4
7769 1620 73
5597 1004 80
3691 8564 12
5633 8379 26
8057 8380 95
9089 8911 94
8980 4222 89
9891 8504 49
1969 9723 49
892 3434 76
9564 6821 8
5297 5514 77
1947 2244 8
6657 5838 65
3634 2660 70
627 4963 26
3106 149 13
8752 8939 100
4824 9743 40
1578 4669 23
1851 1420 77
3220 9132 46
9094 26 20
6655 5746 49
1422 775 51
2329 8690 60
561 5079 24
6056 7804 63
2969 4396 30
9739 6890 35
65 3802 65
4561 9883 48
6794 923 87
4083 7293 8
9753 4532 81
9274 9259 14
4231 5384 12
5727 7633 60
4980 4809 82
6504 2982 10
8534 7339 15
4274 1207 12
6047 8211 4
4105 6417 89
2393 314 14
7088 3483 50
8163 7193 32
7710 5470 13
9010 3217 2
7630 1070 51
7324 5329 65
1099 6520 56
2719 5804 54
785 3395 79
1751 4798 96
2609 2811 82
5892 1343 98
1904 4212 46
6878 5728 27
8804 73 78
3039 3363 42
8145 5206 7
811 3270 23
550 6062 43
880 8084 87
3627 319 50
1986 4895 32
7002 7687 73
5853 4203 69
6975 9905 69
8929 5749 60
4491 8914 63
4932 724 69
1811 3175 91
4323 6769 4
2185 5520 33
3092 8858 93
9643 5787 80
5739 8887 76
2765 5119 95
5882 9738 26
3446 5043 76
1806 3963 9
39 3605 49
5342 6315 12
8484 9178 2
7978 8940 56
9848 4799 60
2553 4694 40
4929 7248 23
55 819 35
5280 3428 11
2049 6126 26
4607 418 6
4351 6615 69
8606 8131 14
9148 3720 35
8796 2605 24
7151 6626 20
1828 6536 85
5385 1861 80
5644 5309 28
6222 5537 36
8705 1257 51
472 2333 47
6373 6607 29
5169 9858 10
659 1894 10
310 5376 11
9428 7107 72
5060 7450 81
3671 8397 16
4298 561 59
5776 5464 90
9030 9603 33
1534 3361 94
1017 504 96
7382 2497 33
8504 5696 46
8544 5068 70
5195 1272 77
8606 573 61
1672 4771 82
5900 307 31
8725 4209 49
851 352 13
3565 9510 78
272 6808 89
6608 3563 62
5210 410 67
4475 9485 99
3314 4367 27
5450 700 76
5315 7449 82
7608 7928 7
2290 8241 22
1843 2056 95
3116 8807 78
8352 9962 17
2516 3816 69
1275 4301 53
1076 7383 75
4455 2374 97
8415 6178 75
7095 1174 33
582 2552 28
8798 6632 74
6514 6481 19
5336 990 94
3015 5852 75
5200 6712 62
3178 6403 90
6522 2044 58
7817 718 18
6996 7140 23
797 1855 51
5120 5302 62
4971 9029 89
8372 6614 84
29 4101 18
9249 7825 65
6262 1585 82
8964 1803 72
5898 6565 22
5849 5780 37
3381 7321 49
6964 8654 84
2360 7979 62
4880 1717 92
8444 1365 1
4404 5768 50
5722 4068 54
1561 5958 59
982 6692 10
965 9123 77
6701 8352 30
5010 5319 33
9762 538 91
4481 2313 46
8762 4700 20
7637 3375 72
9414 1627 15
40 7432 47
9056 4369 8
4943 7928 65
5529 7239 33
7599 8066 18
3124 8223 18
8957 8890 80
7595 2664 71
1558 9189 39
4711 391 87
5378 1028 42
985 3915 12
6736 9957 39
9371 5293 69
6606 2089 70
4750 43 78
1202 6589 54
2053 5168 45
3952 9771 13
9248 1927 22
6883 332 55
702 6515 49
7252 4327 4
6656 2496 95
7834 5556 74
6648 541 1
6200 924 81
7948 6751 38
7126 9335 19
9558 225 44
3829 1773 59
8583 63 99
8933 2013 79
6586 9595 43
2764 9043 11
9624 8700 3
5142 147 92
8764 7175 57
6627 4023 47
6169 8427 27
6980 9284 94
4661 3403 49
3489 4937 37
3759 1393 30
3413 7122 67
4294 7575 99
9410 2263 63
9683 8334 73
2681 459 63
6291 2913 72
6705 4077 13
8855 9405 98
3270 4407 68
6049 1541 7
5817 8538 33
8840 3058 17
448 6034 40
5503 5868 60
8665 7861 49
8264 9151 5
9217 8393 83
5209 794 98
3138 6684 17
2083 8528 4
1867 3411 57
3095 8525 72
6679 1284 86
8402 9965 40
3420 5399 17
9263 5314 48
7482 682 85
9295 9464 16
887 7145 15
5153 9091 3
225 2291 58
3400 8591 75
4524 5343 8
4393 6672 28
1415 837 58
5469 4465 82
7514 8786 51
698 9581 82
7816 930 38
2370 8243 6
9333 6899 70
4139 9988 58
9504 6100 3
5625 1845 88
5844 8901 81
1115 4757 10
4774 6562 39
7158 5860 70
7788 8057 45
8218 3957 24
173 3871 38
9092 6727 37
5852 915 41
871 1093 82
6275 1527 85
5243 1797 39
103 2594 91
4680 9519 88
6261 7125 49
3188 521 42
3547 7865 49
1139 2887 69
6828 1719 95
6624 1984 47
6588 9222 95
1789 2395 59
3006 6082 39
8920 1052 55
7309 4588 42
3539 448 53
8762 9399 80
5107 178 90
3051 1300 19
5684 29 39
194 4857 98
5594 4630 91
6310 7467 71
150 2108 66
5602 847 27
5462 2879 40
3981 5609 12
4979 9917 8
7994 9628 21
9501 7471 80
5962 1364 47
8814 4510 30
9927 3617 74
8675 3698 48
5214 2544 37
7614 555 24
5519 5222 93
728 8819 34
442 6356 65
480 3260 74
8853 2273 22
2310 8962 82
3601 3727 50
880 4135 64
4077 9183 32
7732 2602 35
1518 3504 59
5597 8395 96
8695 6397 24
3596 9292 44
4102 8773 98
9082 9162 75
7310 8807 69
2886 8481 73
5958 9587 3
1404 6616 18
8546 129 63
5703 4249 57
6568 7545 57
4701 4107 54
696 7717 99
8546 9960 4
7410 1383 73
4426 8776 36
1512 7485 49
7416 5180 8
5908 5413 37
5778 9317 44
7545 8846 21
2741 3800 67
943 7981 22
8768 9630 30
6176 3369 55
8744 3995 87
8841 8230 93
1089 3117 28
6656 636 52
3393 475 15
1789 8235 81
7008 9476 15
6577 6512 57
9057 1350 11
5872 7681 33
403 4326 75
387 2946 38
2338 6872 34
2966 4192 83
7440 4291 59
4866 879 65
9492 5761 97
8546 918 98
4900 7803 34
1968 4718 8
4826 9657 90
8603 5203 87
6605 3899 18
414 4743 99
4252 4442 69
4369 9613 78
85 8549 92
5666 4405 82
7105 5315 26
2669 2372 63
7730 5332 23
6213 9748 3
1225 2211 49
7975 5304 90
4958 3740 66
1039 2927 25
5432 4991 46
649 7630 16
2683 89 74
7716 9424 52
9448 4313 94
231 6626 88
8174 3666 49
138 2327 7
1189 5050 85
3655 6703 2
7264 726 99
6658 1486 24
3137 411 32
9697 2129 74
5164 8871 4
3739 8210 25
6473 3115 67
5015 1175 32
1779 4807 33
6794 2489 28
1003 8119 14
1658 2573 7
5775 2586 80
2824 8109 24
1861 1514 46
1340 2030 33
1422 7687 16
7823 8666 50
7087 7199 28
6739 3461 75
2545 4140 24
6249 1349 19
88 9124 50
7580 6564 42
5239 8337 48
8113 4522 93
327 3216 53
4542 2807 54
384 6257 17
6337 8397 36
4883 6466 9
1390 9075 31
9813 1956 15
2186 7103 93
3232 6654 18
9135 4113 45
7420 5568 13
4336 9470 70
3303 2936 86
3833 777 43
8908 4972 60
6356 7129 34
2170 5047 81
3472 284 8
9943 1749 50
4861 3658 98
672 7791 24
3901 664 48
8674 8191 6
5296 3402 53
5569 8723 88
2574 8533 23
591 5412 89
2694 2604 88
1142 7361 5
6613 7369 94
9576 3972 13
2219 7753 9
3946 7568 14
1336 1666 27
1871 7739 40
3572 6055 65
3998 516 44
7924 5702 12
7685 1801 13
9117 516 20
7302 8259 50
6497 7509 14
7669 7715 90
6386 3904 67
2906 629 50
3618 4424 9
7717 5136 73
2667 4546 70
5706 7265 58
2228 9529 67
5809 1235 71
3467 7830 40
8021 7722 41
6429 8153 57
3487 5069 48
6692 1540 28
9378 5405 31
9388 9934 72
9261 3008 88
6101 8724 40
5788 3482 38
6612 8016 25
3866 911 53
3177 8211 70
4985 1203 15
5405 7555 70
1363 5073 37
9090 1617 27
1543 5071 10
5823 7722 54
769 3806 94
772 1192 61
9884 7348 81
7700 9853 50
853 2543 95
3514 2988 76
9316 617 30
4527 3386 17
2849 5500 36
9553 2445 93
8273 4636 98
7734 3948 13
6903 3020 54
4350 3121 95
2220 2213 45
7427 2612 75
3292 9053 76
6833 348 95
5064 3620 60
7912 8484 31
8259 6325 85
7058 5444 59
7359 7751 62
5133 7863 86
1269 9738 26
2073 143 2
1293 4343 23
2406 4585 52
3172 1533 34
370 5643 46
1232 5163 45
531 9595 70
7552 7743 61
1389 753 55
7058 4549 38
6683 7092 8
5292 6359 31
180 8471 75
4592 9617 53
8430 7439 75
2588 6739 71
4898 3844 69
1050 8816 72
947 1645 88
4673 8347 86
9669 7288 80
9629 6626 93
2568 567 1
3674 3987 36
7209 7155 33
4235 127 73
9183 6285 91
6123 8112 24
4413 7623 40
9548 8148 87
5018 9860 61
4764 2399 47
5744 1013 83
1570 6258 34
3993 301 85
2689 5305 33
103 141 29
1841 8991 31
422 2263 80
410 7350 87
736 5766 21
6232 6604 94
9180 1116 51
1405 5805 71
3400 3167 66
1960 6976 93
8655 4497 62
4848 9544 50
7496 3626 11
8830 3325 47
9224 4659 81
2965 7794 72
5321 1366 9
5524 2288 93
3504 3501 95
883 3806 59
4403 9099 55
9040 5252 94
102 6419 75
8917 5060 27
6135 6566 34
1327 2549 47
7415 8715 82
4348 7477 54
9037 332 98
7453 5728 46
1298 1903 89
7012 6058 74
6642 9327 94
2551 49 24
2799 1455 28
5368 6848 96
9229 9096 7
4179 5234 69
3371 3443 42
1122 4683 63
237 1382 21
8463 4098 84
8495 967 69
5026 3870 86
936 8393 74
611 9715 33
2272 8255 26
8406 9781 55
2806 4675 5
8493 8128 31
7726 5065 55
7573 1010 40
284 9447 33
2001 8590 6
3784 8357 94
545 2950 28
3759 3814 87
7038 9527 23
79 3024 25
1841 5146 22
11 4369 32
2926 2616 45
3130 9409 42
757 2621 8
3195 4232 90
6931 8955 14
4073 6562 82
3394 5515 32
3327 7792 67
1246 9414 47
943 8443 27
8453 3117 71
1920 5092 68
3514 1308 70
9634 6944 54
4658 2135 41
5337 4152 64
892 3429 39
4443 1526 70
2294 2352 85
7366 4090 40
9865 7391 18
5867 5109 27
2559 437 57
6475 3702 99
4737 6214 24
2474 6814 29
4031 300 54
5014 5385 52
4199 8947 58
9554 9283 81
3791 3381 17
7658 5512 33
5548 5411 46
5104 5 32
9471 3824 50
6462 6920 6
2250 6322 39
1207 550 59
4185 2230 29
7539 5414 8
6672 4540 84
5345 4126 81
1944 8486 34
6531 5740 5
6116 1694 22
666 9638 9
4671 4603 68
6297 772 35
6834 6162 6
3194 5187 91
2813 2222 59
2731 429 30
3406 9563 94
9444 1174 25
3315 8353 12
6746 1866 88
9967 7039 37
9764 3838 87
2441 3505 90
3969 8548 64
4666 2954 7
9753 7438 35
9116 9519 22
4575 92 99
1300 6170 27
1464 1212 94
8189 4988 89
8806 2963 85
1641 5251 24
8804 4854 58
9792 6225 35
3005 9197 11
5162 2451 38
5635 9509 54
9171 1277 66
7990 1227 32
5193 633 5
2103 2782 94
4654 6311 3
6433 8548 91
1487 8908 15
1954 7579 40
9413 6459 93
7163 5261 11
940 5530 68
2756 4968 67
2219 6835 90
2385 9091 32
6832 4442 37
8906 7627 11
901 4817 62
9940 5776 87
7577 6787 89
8157 3349 73
3939 4316 61
2933 3055 65
3873 5035 27
2264 8843 99
8106 8329 39
6421 9032 68
3342 8510 69
6349 5297 30
5982 6665 97
310 909 9
7035 4343 48
251 5321 57
3548 8874 92
3859 1172 30
1704 9015 23
1081 6373 95
8609 9070 97
7166 2670 36
5710 9925 76
6680 3258 63
4232 9111 68
671 2507 18
7951 1652 91
981 290 98
8004 5034 21
2575 7448 56
4013 4589 22
3994 5659 94
3310 917 66
8532 5088 74
6108 5948 85
7031 2722 65
5138 9659 72
6713 2063 28
3153 6612 71
1018 7926 17
6689 7871 11
3081 696 24
5717 7520 36
3634 7390 76
7279 2219 14
3375 6170 83
2048 1307 45
6353 9272 64
2850 7157 1
6180 5013 82
1869 9998 92
8770 1636 47
3877 9977 70
6208 8847 14
7632 2419 66
6466 88 38
5984 5204 40
5114 5532 6
5939 9549 19
3879 9265 72
655 7588 71
6988 570 89
9715 1156 11
9241 9571 17
1294 7828 25
1094 1007 49
4093 7010 40
7312 1293 25
8950 7799 34
1996 2634 3
7810 4530 66
9144 3191 13
7320 7331 77
463 3868 36
1401 5456 32
9861 4360 38
4773 34 49
3755 1186 39
2555 9599 98
5202 8978 72
6301 5711 93
7967 6547 19
4421 6801 40
7300 1554 74
5385 5482 64
1767 7181 31
7044 1908 11
4267 5739 16
7840 8531 17
1128 2538 61
769 1816 11
7461 8430 16
8754 5826 14
4562 7162 12
1410 8355 79
7204 5522 38
4370 9601 20
9572 7674 16
3384 4130 34
8024 9092 42
1278 3359 33
4541 4745 88
3471 4140 68
2858 4482 96
9691 8438 69
9693 1466 33
6741 380 8
3837 704 69
3270 2348 50
5447 3659 17
5840 35 89
7223 7263 60
5906 4888 94
3138 65 3
7230 2233 45
9936 9263 32
2350 8309 29
534 27 5
5593 4537 92
2739 8148 94
7516 9310 76
5045 69 51
710 5598 90
2756 994 22
7640 3981 15
