10000 100000
9062 3174 55
1452 3899 32
4182 5585 19
3692 5188 83
1683 1597 21
4675 4187 70
3353 3242 93
1208 8372 8
1055 1677 33
1219 92 44
3125 3003 93
1039 4775 44
4494 3327 38
7137 6539 41
2020 6778 37
4438 5679 69
9309 4670 94
9360 2375 1
266 132 46
9051 827 77
4840 5468 85
3730 2888 32
1438 6185 23
8940 1816 12
7197 5374 25
1437 5646 52
179 364 37
9710 8764 62
4795 1572 18
5941 8240 26
9118 7523 75
7717 9047 90
5378 1647 35
9821 3382 84
7338 6496 34
1422 8977 17
3046 8642 53
9338 8765 88
1034 9646 39
8116 7871 30
1918 8721 66
1894 4828 68
6513 738 100
9325 9411 77
9726 5715 18
4539 9319 31
5072 7844 17
9980 3478 4
3366 132 51
5823 4028 17
8721 5461 68
2987 1713 78
6514 2020 6
5207 724 77
1549 972 74
3666 2050 37
5499 6110 41
7252 6262 31
6307 5268 33
7210 5896 47
5965 3399 100
7346 2308 21
3531 6237 36
394 7897 21
4278 4782 84
2789 1814 25
1421 8861 43
987 1254 8
6435 5011 13
7393 8381 96
3401 2477 18
1571 740 32
7649 3236 6
309 4074 52
4450 7943 2
2600 8243 83
5053 7736 94
1479 6370 33
7300 2399 80
5117 2942 89
6914 6944 5
3146 1957 32
7618 126 13
4187 3104 87
3657 5866 89
3535 1742 63
6560 1498 44
1209 7058 42
2907 702 76
2002 6696 65
8265 2753 36
5920 3454 17
6741 235 64
7081 4951 58
2154 8708 79
7262 3200 96
2997 2030 88
7522 6315 96
3622 7981 90
3589 5144 9
459 5893 70
4539 8279 42
8281 397 56
3042 604 49
7190 8705 94
2713 8486 58
1017 4058 80
6978 9530 10
1828 69 36
2283 7664 62
9219 5391 32
921 1604 37
6079 439 5
6040 304 74
1141 194 29
450 243 55
242 2834 25
4819 8737 40
6191 2272 41
1790 6811 43
1484 7483 3
385 3963 61
8085 3270 34
7471 6915 6
2239 2180 43
1604 5594 35
2329 2073 5
914 7118 60
9593 5409 32
238 2686 11
9189 5713 89
3075 4604 35
2330 9221 48
8050 7925 84
9951 673 9
4422 6420 51
8952 8516 94
7045 2705 79
516 1077 7
1652 8794 4
5157 5460 48
3430 8700 18
1265 2733 97
5905 7820 93
3306 2274 36
4312 3529 93
8905 8567 29
8325 5476 43
6851 7868 68
8988 2912 88
7237 5644 87
8785 9650 23
6846 9377 5
2804 8507 11
6021 2255 49
3391 1363 53
1934 7620 42
4997 8169 66
6539 2023 28
2113 611 13
3075 6707 71
2453 2863 31
6515 139 17
4292 5284 36
2263 3113 87
2866 1734 36
7987 8786 82
2807 2169 74
5804 1977 35
6200 909 49
6432 9914 71
9939 5246 66
8055 2518 79
8774 7673 64
6478 4196 28
4995 6042 72
9260 4528 86
5189 3100 96
2674 8877 8
2371 8653 62
4073 2948 6
4093 4233 28
1586 316 25
7725 9844 4
1699 4466 87
2616 5968 6
9128 5053 6
4801 1401 94
1245 7295 85
1148 2311 78
3326 296 60
6949 2850 21
5344 8061 84
2744 2725 78
5682 949 79
1943 7802 66
9187 4 95
3385 7171 42
5958 3500 9
5154 5228 38
784 4919 23
5677 4671 78
7710 5202 38
5660 3549 87
2240 2975 57
3643 6746 88
3044 8614 58
906 4530 76
8478 7440 95
262 2103 81
6662 4314 45
3306 6586 11
4924 1588 20
9715 7597 1
7757 9591 46
6249 7025 15
3818 7160 14
3859 4243 26
6031 9246 53
2566 5930 68
7146 4365 21
1867 7131 22
4283 7144 76
8466 1530 35
6901 8998 15
6611 5344 13
3395 2294 91
4087 4120 54
4202 874 62
1695 4058 17
2378 246 50
3840 9776 13
9619 220 19
5715 4730 26
6420 719 38
8500 8659 88
7638 7603 55
5150 6648 40
1280 9531 23
1269 1727 91
2635 6654 78
8681 2319 8
7225 4720 6
1295 515 34
6451 8012 84
8911 2582 92
4130 1835 47
3282 4998 7
743 3648 76
7552 5097 100
4089 418 45
468 2565 37
8032 1831 86
1744 9815 78
5984 4091 82
2759 2213 13
995 5408 46
63 4551 25
1903 1560 85
5354 6216 68
2808 1289 23
2446 1761 72
1644 4492 43
4768 633 93
169 116 7
425 4228 4
8125 1745 44
9316 7612 43
8221 5995 61
3525 5821 63
8973 831 92
6893 4182 69
438 7623 70
3624 5681 39
6180 9327 16
3652 475 83
2115 8215 1
7531 4668 16
3380 9210 39
5254 5962 84
8233 608 15
1147 1648 72
390 8781 44
9039 4054 5
6446 4322 75
2717 2970 55
6607 8525 94
3425 1063 89
8976 2352 23
6728 2140 3
7353 8694 35
301 4772 32
2203 4748 6
1418 851 86
8703 6760 31
742 236 14
8268 9985 33
7842 6866 84
8068 7212 51
3527 6034 72
1268 5940 49
4131 7506 81
5419 8662 93
7380 4137 7
8941 3476 75
3099 4186 60
6294 7238 35
5911 2736 90
3486 5425 1
1174 2009 74
7500 3470 84
3747 5539 54
9663 4097 99
9826 8121 55
7816 7212 72
1199 929 59
2805 4373 40
5291 7631 79
9179 4762 61
9753 3493 97
5934 2917 89
7979 1138 47
360 6772 69
7030 2925 70
1999 4112 59
5795 7105 23
6421 6279 59
8538 4661 95
5919 4836 96
2045 3483 25
6062 3779 84
3884 7829 30
403 8170 77
9201 8214 54
1525 2977 54
7055 9280 34
8784 3753 97
7517 6460 34
5497 31 42
6690 8198 92
5070 6425 53
959 914 1
7899 547 71
6619 3200 80
2042 6117 33
4616 3775 31
2528 4698 3
3761 7710 16
3561 1544 34
1140 8738 16
229 5478 53
2692 173 18
9112 7589 28
7112 3664 35
8227 820 72
6586 2134 38
8460 8030 26
4541 437 7
893 8627 59
2576 291 65
3087 6296 33
3219 9301 37
793 1153 8
963 9895 35
2772 8940 11
8495 350 43
8307 2012 72
6712 3847 73
67 9287 63
7072 3426 46
6982 357 83
7738 8522 49
2171 9041 75
3573 7563 29
5839 1247 48
240 1183 56
5750 9212 25
2083 7470 19
7028 3160 75
8321 8484 91
193 7778 94
7580 8706 25
6771 4954 39
5664 218 70
8243 4153 42
1112 5120 15
6331 5817 57
1087 9143 4
974 3993 96
7628 4226 11
2051 535 25
1655 9312 19
8649 2603 80
1280 4052 52
3217 3979 19
273 3178 88
5534 3363 40
430 7577 25
1786 9364 66
1355 3358 17
5434 7014 96
9355 7311 25
8679 6892 30
4016 562 68
2753 9543 53
8192 9527 19
3495 6500 42
7002 8047 3
2819 2008 96
3185 3019 59
5521 2278 68
8038 8812 35
9071 1897 56
6436 2461 58
1759 6478 68
3289 6784 6
6300 3476 61
3672 8359 100
4701 8273 3
5381 2538 78
341 4199 64
2702 2043 74
8696 19 42
5181 2774 84
2469 5237 49
6626 294 82
8910 9123 66
3928 6859 66
2244 8402 30
4964 1599 47
8012 7591 98
6399 7326 78
3138 444 91
2510 6653 46
9097 8761 91
5175 294 35
4401 1759 68
2668 7475 1
6228 2581 97
6091 7652 23
715 4877 26
7525 9772 14
4649 3793 83
7640 7337 10
704 6171 79
2345 9099 30
6391 4826 62
4288 7633 60
756 2420 72
8702 675 76
4499 2025 35
2278 8185 18
7847 1910 39
774 2814 93
1952 5103 18
9837 3173 71
4727 2622 13
2766 8550 80
875 9641 98
5991 4429 38
3250 9145 27
7390 8102 85
1525 8550 85
6804 1302 11
1126 6503 95
6268 4097 11
5612 3643 41
5775 9658 23
6609 3556 63
2612 8276 10
6872 1112 55
6570 8169 91
9494 1637 31
5988 6641 81
6659 4010 38
3708 9046 30
648 4637 89
2339 1764 74
9669 9865 85
5690 10000 77
4503 6597 53
7323 1569 68
1000 8809 39
9918 2254 42
1680 2278 45
2345 9472 71
59 7264 93
3139 3150 51
4882 4733 43
1944 416 43
5451 2198 17
9686 1476 7
2113 7659 10
5441 3623 98
9766 2327 2
9108 2850 45
963 7918 46
9077 8826 100
4600 7566 30
6989 7444 47
5797 6462 90
4548 7754 1
5333 3789 38
8615 7784 57
6366 8016 81
1497 2250 16
9461 4010 32
4468 9183 4
7650 52 58
5948 4873 18
6559 6096 82
1950 9989 72
1361 3266 14
1404 7721 43
688 5523 25
4879 8769 61
5503 4068 74
334 1438 30
7551 1612 99
761 500 19
815 56 75
8578 571 56
821 5878 72
3859 2894 76
4804 130 30
6750 9354 36
8464 1347 5
1328 4472 70
3718 4100 97
6963 875 69
399 2162 40
4149 9981 63
6597 1503 11
5389 8730 68
9205 8473 67
9295 7073 40
2784 6015 78
6996 246 66
5292 4530 63
5772 5542 96
4610 9387 24
2805 8007 68
6451 9599 4
9095 2122 66
7803 5851 19
2860 8775 44
1601 4678 2
8880 2124 90
1804 3849 81
5657 8100 24
6050 9407 35
7625 6360 27
4518 3835 75
321 6554 68
5164 8732 39
2783 9841 31
4704 6880 10
2452 2803 29
8876 6421 31
2903 6625 10
6578 699 88
7020 4887 70
2994 478 90
7898 3172 25
7105 6765 8
8314 9850 23
8321 4675 35
4078 6270 5
9553 4940 25
2255 8683 88
990 9293 36
5225 7330 46
2199 8153 69
9707 8863 19
2554 9956 98
2622 8930 64
5957 5368 80
2156 5142 8
5208 6142 10
2975 7453 58
7826 3966 85
2397 1309 3
4934 7475 82
790 8026 85
9533 9080 34
713 6700 89
1729 3698 61
5099 2588 99
4077 6189 5
8325 8196 7
1399 30 75
7154 2099 23
8123 7492 22
4880 1597 57
7745 3656 52
3868 2883 19
6283 6933 93
2280 8065 36
3748 1908 37
1577 8898 74
1659 6340 7
1525 6099 85
5206 5822 66
242 5593 50
305 9485 65
2906 8958 30
3806 8518 16
1595 8771 23
3037 5151 29
8598 6936 9
5995 7934 16
3077 6389 61
5222 2953 79
9176 2298 34
6468 6584 9
3540 3372 83
3685 5740 27
9633 3173 68
2096 2877 53
5835 124 49
9294 1209 47
8560 1489 74
2321 5532 21
5013 234 35
264 8420 96
7697 5131 6
9600 4884 41
8770 8218 7
6866 8094 3
1663 8926 73
8911 2704 59
1379 5904 78
6811 8799 4
7029 8550 21
4606 3931 48
3726 7330 95
7993 1687 50
8709 4607 27
1351 6148 1
2745 8404 79
4848 9422 22
4745 4584 38
1408 7067 100
3566 2897 51
3929 2360 95
3194 688 2
6583 4860 44
6750 8557 13
9359 272 45
1608 2281 5
559 1661 100
6708 9971 50
9745 4167 84
9533 5470 29
8345 106 11
2943 61 45
8408 7928 97
5447 7652 75
8455 4187 67
5262 4540 61
445 124 97
1792 8443 38
4999 1858 27
6184 882 40
331 4941 53
160 7872 82
3328 5930 77
6193 7077 92
9474 7163 1
4263 164 9
8167 8390 94
6067 9473 4
7650 3346 25
6926 9122 98
7765 6891 35
2339 5603 13
1902 1766 71
4247 9633 79
3108 8070 82
9082 6044 6
1936 1364 9
9003 450 56
8226 6176 43
3292 7094 93
5878 1084 24
5610 6714 45
1769 1361 95
2297 6680 10
647 1278 42
9742 5135 24
2501 9598 83
8529 5920 43
7651 5988 57
5648 3835 100
691 7779 17
1090 8020 50
8819 4876 40
4397 9555 37
6609 2576 42
3029 6940 73
4077 725 70
9313 1808 10
2907 1709 64
5881 1263 51
9931 2465 33
8110 1544 95
4356 9461 41
4037 2330 63
6426 7312 28
5526 1565 38
1506 9919 96
7016 4957 3
313 1792 3
8072 5163 80
5067 6936 18
6743 661 99
7453 974 25
6946 7065 72
6604 8682 1
6073 3040 20
434 4404 27
1936 1086 88
2539 8395 85
6837 4350 96
3969 9422 8
1645 8980 86
3925 2069 80
528 673 98
311 8096 89
1091 1257 45
5316 755 95
1113 8168 30
3655 7605 38
7974 1742 9
5982 9602 88
6623 8595 97
447 531 45
4482 6577 92
8311 744 69
8388 1173 40
533 7859 39
8629 6112 86
1121 5786 25
9909 9633 88
6190 8098 52
8651 7150 44
996 770 7
7520 5580 34
8030 3614 96
5033 7657 35
6769 2343 60
830 6604 15
5681 5254 2
7424 4714 97
3071 6630 14
576 1326 27
1153 9314 68
5628 4091 25
8350 6764 41
7030 1825 52
8211 7886 20
666 752 6
4906 43 59
5253 4262 48
3840 2228 68
3613 6279 87
7913 9174 6
7524 8859 53
2458 5118 8
3301 6033 14
9765 2095 97
1704 8102 24
8955 6155 78
137 4007 76
163 3158 46
5218 9230 69
11 6264 11
8913 4578 70
5514 681 50
5380 3972 87
9186 2830 41
2834 5126 44
3658 977 45
2236 1941 74
8828 8091 28
9023 2741 86
2127 2472 82
3233 371 12
5477 3448 65
2466 7099 72
8587 8122 79
6980 1128 19
4280 3818 18
6278 5623 55
7007 8829 11
4636 6130 90
6945 5795 45
2530 8620 46
5569 4671 47
3071 3460 9
806 400 86
5528 9195 50
5788 3098 67
2806 3461 66
5606 9105 77
3874 6031 6
4271 2430 27
4120 3158 71
2796 2325 50
3447 49 70
7725 3269 74
9567 9975 4
594 2792 14
2571 7456 94
220 2538 100
822 4568 6
9057 8045 56
1871 5356 25
4283 1799 13
8245 7135 29
5819 3505 81
2454 2381 22
7763 6207 2
9586 4648 59
6097 2644 14
8687 3104 4
6657 40 50
4399 3482 16
9348 181 42
3272 5981 10
8595 4597 55
6500 3176 15
1199 7972 99
1353 405 3
4463 3350 69
6559 569 51
2517 9089 37
1270 840 64
2854 3349 75
9598 5745 47
6926 6365 18
4540 4270 78
9671 5470 14
8165 29 4
3305 1142 47
9220 954 9
2022 24 70
3280 4539 23
2231 1448 43
8124 4298 7
4524 6281 17
5877 4061 92
3370 4132 7
9441 4709 56
142 4012 23
1588 8659 91
966 4865 83
1107 1062 90
5190 7336 80
6962 815 36
1253 4211 38
3117 4045 1
6349 4846 74
8555 6859 55
9156 2163 43
7677 3028 54
8607 1369 74
9518 7415 44
3761 7892 1
8444 2849 77
9598 4641 5
6937 2569 23
1013 6491 54
1900 8338 5
3799 8286 2
7408 6965 98
7998 1965 3
8630 6488 16
273 5013 20
3541 1578 45
7167 5926 88
9962 5507 5
8939 172 52
2887 7727 69
5020 585 58
7833 5096 88
7635 9952 56
2321 7077 3
1269 9866 19
6796 8652 36
157 8188 11
8336 48 24
3103 2734 58
3854 8471 77
5479 3006 25
8354 6457 66
802 6096 51
128 4029 52
2554 6627 58
5458 4944 61
9936 9096 29
7411 9415 54
3384 6294 20
8107 9863 62
7277 1275 55
531 8875 43
9060 241 76
935 6927 81
9166 2712 64
4553 1939 65
4381 1185 27
4972 9414 46
8829 7030 79
4030 4649 26
3285 6241 67
6059 8817 20
394 9765 74
8118 6393 69
3224 7284 4
9500 151 37
9083 7768 58
5154 1228 76
9629 4292 98
8587 4548 15
9885 513 74
1497 6993 24
3785 7717 74
8015 2650 29
5004 7598 37
1812 2653 73
7381 6093 93
3144 9184 70
5598 1093 92
3825 4634 70
4632 8440 36
1526 9614 89
5783 7008 84
631 7508 84
9683 2245 18
2297 6982 99
8837 5161 83
1251 1733 31
7542 3667 16
3367 5327 24
7274 6580 64
9092 7715 19
9899 8943 74
9789 2450 53
536 5251 54
8289 5443 18
7917 2628 49
7280 5079 22
3490 2177 11
49 3089 38
1398 1247 66
9347 7882 37
1398 9606 85
6293 2084 27
2237 7571 7
